	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d
35	18.44109	4.64276	-10.14894	1.65192	-11.12023	2.28725	-7.52307	1.82221	-0.17343	6.95974	-6.46392	4.23302	40.13629	1.59874	-19.05655	1.77720	-0.70945	2.13464	-12.95603	4.75294	9.71164	17.65638	13.28422	-10.95475	-11.59847	-8.94072	-14.51734	-14.78894	-11.17803	-9.53755	-10.45617	-9.38184	-13.99557	-8.33004	-7.32328	-1.50834	-0.96462	38.21766	38.73430	-18.70572	-19.99248	-1.69900	-2.74411	-7.25757	-14.85305	-9.19887	25.10904	20.66047	-10.99289	-8.23542	-11.30163	-10.29116	-6.40482	-6.85195	6.58304	4.43879	-10.59572	-13.59408	39.12504	41.23195	-17.39984	-19.32068	-1.79954	-0.22829	-19.69299	-15.73641	20.39444	15.36418	-8.21554	-12.49956	-10.23716	-8.81983	-5.69791	-6.72244	5.97412	-1.96012	-4.24436	-11.71946	40.87912	41.84866	-16.30661	-18.87594	-0.01719	-0.11064	-11.53024	-7.89671	24.26249	19.54563	-10.43366	-9.78934	-10.81376	-8.75914	-7.33702	-5.21573	6.45728	4.26327	-8.30390	-7.93783	-4.92602	37.09338	41.37420	40.92710	-16.40438	-20.12963	-20.73186	3.66307	-2.82906	0.01577	-18.16414	-14.72082	21.11136	15.75214	-7.84662	-12.13132	-13.51485	-8.10071	-9.31364	-5.83475	1.82963	0.15522	-3.98376	-3.32508	40.26654	41.80119	-19.74777	-22.00714	-3.65905	1.60413	-17.28879	-6.17673
36	18.44551	4.50894	-9.67928	1.66254	-11.21798	2.27503	-7.67632	1.86951	-0.00087	6.82199	-6.67651	4.24097	39.86624	1.62785	-18.85484	1.81473	-0.44949	2.17092	-14.03337	4.49224	9.99512	17.84905	13.63447	-10.73168	-11.18083	-8.41792	-14.60005	-14.78751	-11.54115	-9.54510	-10.71055	-9.53418	-13.41283	-7.90024	-7.23476	-2.05615	-0.82122	37.83386	38.41357	-18.35991	-19.94793	-1.36871	-2.55365	-8.46256	-15.84566	-10.39219	24.75975	20.52063	-10.55528	-7.42939	-11.25628	-10.53581	-6.62664	-7.07416	6.59575	4.39555	-10.61383	-13.80624	38.85162	41.34911	-17.33359	-19.11717	-1.46451	-0.06386	-20.42001	-16.15233	20.37729	14.98858	-7.90119	-11.54611	-10.33624	-9.12222	-5.81624	-6.82109	6.21112	-1.93940	-4.53168	-11.93972	40.65324	41.72140	-15.97129	-18.78309	0.09362	0.18459	-12.31672	-9.44803	24.29740	19.47761	-9.96868	-9.53370	-10.92410	-8.71718	-7.46776	-5.26701	6.58608	4.30341	-9.04397	-7.87079	-5.00780	36.92380	41.14820	40.60799	-16.03505	-20.02017	-20.58426	4.02665	-2.70008	0.21630	-19.76488	-15.66541	21.07137	15.92928	-7.35701	-11.85027	-13.53885	-8.03840	-9.69511	-5.88173	1.83684	0.54895	-4.07166	-3.67858	39.71265	41.31321	-19.57185	-21.67892	-3.33598	2.02124	-17.80303	-8.09622
37	18.35831	4.37707	-9.13101	1.65684	-11.32113	2.24770	-7.84633	1.92366	0.07009	6.67265	-7.00026	4.24951	39.61587	1.63273	-18.56007	1.85458	-0.26702	2.15933	-14.88017	4.25422	10.17680	17.98511	13.86841	-10.32057	-10.64762	-7.87542	-14.60629	-14.84108	-11.92485	-9.65509	-10.99022	-9.65648	-12.82582	-7.55857	-7.30258	-2.68784	-0.80511	37.53928	38.10493	-17.97482	-19.83488	-1.12139	-2.41760	-9.54114	-16.79703	-11.35958	24.27652	20.28782	-10.05010	-6.64930	-11.21528	-10.77064	-6.82119	-7.30383	6.53447	4.17555	-10.75984	-14.07571	38.66190	41.45465	-17.24061	-18.72258	-1.13627	-0.10103	-21.00985	-16.28228	20.26133	14.57642	-7.49036	-10.48909	-10.47369	-9.49918	-5.91379	-6.97094	6.32897	-2.07507	-4.93141	-12.26771	40.34768	41.54765	-15.54199	-18.56393	0.18021	0.42330	-13.01041	-10.63945	24.25438	19.33791	-9.50239	-9.19850	-10.99752	-8.65087	-7.59544	-5.36120	6.62139	4.26879	-9.83196	-7.94774	-5.23117	36.86310	40.93447	40.30560	-15.54728	-19.81015	-20.33279	4.15159	-2.61964	0.35696	-20.93508	-16.28439	20.90130	16.01544	-6.82015	-11.39759	-13.49634	-8.05674	-10.07332	-5.96809	1.73976	0.86412	-4.31485	-4.14950	39.16947	40.84589	-19.36234	-21.22936	-3.00596	2.35258	-18.08741	-9.73520
38	18.18926	4.24827	-8.51972	1.62737	-11.43380	2.21977	-8.01976	1.97579	0.03001	6.52938	-7.43078	4.25795	39.38399	1.61149	-18.18060	1.88048	-0.16260	2.13303	-15.45470	4.04655	10.26986	18.06163	13.97639	-9.72588	-10.03106	-7.33646	-14.56249	-14.96097	-12.27394	-9.87411	-11.26024	-9.76886	-12.30498	-7.32748	-7.51496	-3.38090	-0.92510	37.33101	37.83692	-17.56412	-19.63784	-0.97070	-2.36242	-10.45010	-17.60742	-12.05733	23.68378	19.97790	-9.47488	-5.92765	-11.19372	-11.02504	-6.97165	-7.49205	6.40023	3.78166	-11.04330	-14.40413	38.54073	41.50385	-17.10055	-18.19356	-0.84066	-0.27505	-21.39717	-16.12695	20.05746	14.14794	-6.99445	-9.39561	-10.63110	-9.90546	-5.98529	-7.16065	6.33117	-2.36390	-5.44242	-12.70596	39.97788	41.31677	-15.06010	-18.21133	0.26066	0.59990	-13.56117	-11.40360	24.12734	19.15018	-9.01853	-8.75370	-11.00936	-8.59859	-7.74239	-5.49618	6.56167	4.15552	-10.65041	-8.17545	-5.59371	36.87369	40.72050	40.01391	-15.00910	-19.49561	-19.97519	4.11759	-2.58465	0.43237	-21.67824	-16.59270	20.61355	16.01582	-6.25823	-10.80044	-13.46313	-8.14793	-10.38337	-6.08261	1.51892	1.09220	-4.68547	-4.73174	38.68109	40.42752	-19.08233	-20.65685	-2.74929	2.58361	-18.10936	-11.01770
39	17.95205	4.12465	-7.86850	1.56617	-11.56495	2.19911	-8.18174	2.01941	-0.12733	6.40954	-7.95936	4.26786	39.16762	1.56633	-17.74426	1.87249	-0.11718	2.12770	-15.74074	3.87659	10.28540	18.07400	13.95891	-8.98581	-9.36987	-6.82054	-14.52771	-15.14035	-12.55929	-10.16173	-11.49788	-9.88714	-11.93008	-7.21626	-7.86303	-4.11313	-1.18010	37.18242	37.62017	-17.14717	-19.35802	-0.90799	-2.39541	-11.15698	-18.20409	-12.46754	23.01202	19.60789	-8.83475	-5.29678	-11.20240	-11.31789	-7.07009	-7.60313	6.19128	3.23388	-11.46873	-14.79251	38.47634	41.47211	-16.89773	-17.63818	-0.61067	-0.47708	-21.54056	-15.70602	19.78024	13.72225	-6.44902	-8.33861	-10.78813	-10.30458	-6.02606	-7.37541	6.22169	-2.79067	-6.05552	-13.25342	39.58191	41.03080	-14.58282	-17.75296	0.35545	0.72553	-13.94059	-11.72056	23.91927	18.94011	-8.49948	-8.17051	-10.97000	-8.61674	-7.92164	-5.65711	6.39906	3.95793	-11.49259	-8.55090	-6.08637	36.91448	40.49768	39.72248	-14.51106	-19.09291	-19.52719	4.04393	-2.58201	0.45218	-22.02963	-16.61901	20.22997	15.94254	-5.69701	-10.09116	-13.48974	-8.29762	-10.58473	-6.21419	1.16683	1.22874	-5.14866	-5.41110	38.27464	40.07076	-18.69177	-19.98702	-2.62751	2.73459	-17.85205	-11.91114
40	17.66349	4.00943	-7.20602	1.46961	-11.72423	2.18455	-8.31823	2.05499	-0.40299	6.32525	-8.57515	4.28300	38.96580	1.50315	-17.28568	1.81829	-0.10330	2.16042	-15.74642	3.74937	10.23240	18.01615	13.82659	-8.16821	-8.69824	-6.34012	-14.55833	-15.35761	-12.79434	-10.45544	-11.69503	-10.00998	-11.76727	-7.22457	-8.33811	-4.86673	-1.56026	37.05365	37.45078	-16.73760	-19.01421	-0.91179	-2.50269	-11.63626	-18.54914	-12.59455	22.29643	19.19618	-8.14706	-4.78719	-11.25084	-11.64487	-7.11420	-7.62541	5.90605	2.56523	-12.03741	-15.24134	38.46991	41.35283	-16.62744	-17.15230	-0.47799	-0.61035	-21.42382	-15.05081	19.44704	13.31643	-5.90074	-7.38713	-10.92974	-10.67056	-6.03135	-7.59664	6.00403	-3.33224	-6.75794	-13.90677	39.21782	40.70928	-14.15591	-17.24927	0.47107	0.82824	-14.14374	-11.62084	23.64364	18.73233	-7.93628	-7.44394	-10.92728	-8.75690	-8.12419	-5.81665	6.12252	3.67467	-12.35941	-9.06258	-6.69798	36.95411	40.26289	39.42052	-14.11673	-18.63211	-19.01015	4.02733	-2.59418	0.43507	-22.04514	-16.39745	19.77770	15.81353	-5.15124	-9.30611	-13.58657	-8.48948	-10.67723	-6.35440	0.68696	1.26982	-5.66890	-6.16728	37.96044	39.77155	-18.19286	-19.25389	-2.64182	2.84079	-17.32087	-12.42796
41	17.34341	3.90602	-6.56511	1.34204	-11.91684	2.16825	-8.41837	2.08692	-0.79060	6.28053	-9.26697	4.30821	38.77974	1.42954	-16.83401	1.72301	-0.09595	2.22633	-15.49625	3.66559	10.12437	17.88429	13.59797	-7.35939	-8.04243	-5.89900	-14.67848	-15.58347	-13.02508	-10.69731	-11.85308	-10.11891	-11.85036	-7.34696	-8.92561	-5.63193	-2.04942	36.90776	37.31609	-16.33909	-18.63232	-0.95974	-2.66271	-11.86300	-18.63536	-12.45580	21.57661	18.76231	-7.44490	-4.42471	-11.34543	-11.97565	-7.10538	-7.57552	5.54668	1.81775	-12.74694	-15.75103	38.52744	41.15322	-16.29909	-16.78028	-0.45520	-0.62650	-21.04855	-14.19712	19.07713	12.94561	-5.39101	-6.59686	-11.05341	-10.99369	-5.99731	-7.80155	5.68226	-3.95898	-7.53578	-14.66132	38.94316	40.38068	-13.79861	-16.76571	0.59786	0.94209	-14.17960	-11.17735	23.32310	18.54764	-7.32968	-6.61370	-10.94915	-9.03889	-8.32160	-5.94330	5.72425	3.31356	-13.25509	-9.69336	-7.41657	36.98154	40.01897	39.09811	-13.83489	-18.14873	-18.44256	4.10134	-2.60456	0.40412	-21.78471	-15.95971	19.28812	15.65042	-4.62964	-8.48493	-13.73086	-8.71113	-10.69122	-6.49687	0.09062	1.21018	-6.21742	-6.97781	37.73506	39.51507	-17.64644	-18.48645	-2.72639	2.93420	-16.54362	-12.61388
42	17.01269	3.81750	-5.98127	1.19519	-12.13754	2.14025	-8.47741	2.11780	-1.27400	6.27141	-10.02480	4.34834	38.60887	1.35562	-16.40736	1.60756	-0.07582	2.30797	-15.02093	3.62039	9.97960	17.67960	13.29422	-6.64542	-7.42379	-5.51184	-14.87482	-15.78992	-13.28954	-10.85122	-11.97675	-10.19247	-12.17249	-7.57579	-9.60002	-6.40725	-2.62830	36.72401	37.20047	-15.95021	-18.23832	-1.03592	-2.85484	-11.81245	-18.47636	-12.07230	20.89168	18.32486	-6.77380	-4.22022	-11.48252	-12.25809	-7.05021	-7.49493	5.12268	1.03942	-13.58892	-16.32209	38.64054	40.89142	-15.93869	-16.51792	-0.51658	-0.52547	-20.42789	-13.17883	18.69036	12.62228	-4.95102	-6.00039	-11.16459	-11.28016	-5.92274	-7.96943	5.26417	-4.63291	-8.37508	-15.51091	38.78764	40.06954	-13.50972	-16.34389	0.72557	1.09184	-14.05879	-10.48447	22.98480	18.39939	-6.69645	-5.76432	-11.09201	-9.43759	-8.47939	-6.01678	5.20651	2.89436	-14.18731	-10.42392	-8.22965	37.00287	39.77146	38.74878	-13.62037	-17.67399	-17.84103	4.23874	-2.59935	0.38337	-21.29810	-15.33011	18.79758	15.47524	-4.14541	-7.66126	-13.88300	-8.96072	-10.66486	-6.63270	-0.60408	1.04413	-6.77676	-7.82264	37.57890	39.28196	-17.14339	-17.70348	-2.78120	3.03979	-15.56350	-12.52749
43	16.68847	3.74711	-5.48578	1.04788	-12.37024	2.09459	-8.49782	2.14686	-1.82639	6.28913	-10.83989	4.40684	38.44957	1.29366	-16.01232	1.49700	-0.02758	2.38818	-14.34918	3.60482	9.81091	17.40850	12.93261	-6.09122	-6.86220	-5.21377	-15.11084	-15.96125	-13.58697	-10.91070	-12.06809	-10.22190	-12.69248	-7.90171	-10.32389	-7.19594	-3.27742	36.50182	37.08989	-15.56899	-17.85532	-1.12818	-3.05657	-11.46646	-18.09680	-11.46341	20.27070	17.89792	-6.17989	-4.15299	-11.64685	-12.43772	-6.95813	-7.43508	4.65385	0.28050	-14.54913	-16.95477	38.78790	40.58995	-15.58476	-16.33190	-0.59893	-0.33471	-19.58399	-12.02316	18.30469	12.35462	-4.60503	-5.59309	-11.26676	-11.54265	-5.80881	-8.08952	4.76508	-5.30591	-9.26263	-16.44711	38.74774	39.78689	-13.28690	-15.99362	0.86154	1.28779	-13.78764	-9.62922	22.65328	18.28944	-6.06987	-4.99476	-11.37217	-9.89411	-8.57345	-6.03836	4.58701	2.44908	-15.16225	-11.23605	-9.12469	37.03053	39.52480	38.37283	-13.40200	-17.22283	-17.22151	4.38688	-2.56861	0.39488	-20.61726	-14.52395	18.34406	15.30647	-3.71851	-6.86223	-14.00604	-9.24726	-10.62583	-6.74617	-1.37095	0.76916	-7.34150	-8.68734	37.45962	39.05327	-16.75476	-16.91292	-2.72794	3.18051	-14.42891	-12.22023
44	16.38015	3.69814	-5.09385	0.92427	-12.59253	2.03315	-8.48830	2.17178	-2.41204	6.32420	-11.70336	4.48399	38.29679	1.25417	-15.64452	1.41136	0.06153	2.46062	-13.50340	3.61028	9.61896	17.08169	12.52273	-5.72445	-6.37731	-5.02984	-15.34272	-16.09553	-13.88141	-10.89394	-12.12429	-10.21967	-13.34950	-8.31234	-11.05138	-8.00160	-3.97878	36.25782	36.97473	-15.19694	-17.50051	-1.21848	-3.23988	-10.82188	-17.52633	-10.64425	19.72659	17.48868	-5.69484	-4.16796	-11.81452	-12.48398	-6.83911	-7.43604	4.16940	-0.41139	-15.60921	-17.64726	38.94554	40.26887	-15.26499	-16.17626	-0.62663	-0.08853	-18.54498	-10.74905	17.93411	12.14452	-4.37031	-5.32164	-11.35295	-11.79049	-5.66093	-8.16238	4.20977	-5.92234	-10.18490	-17.45732	38.79926	39.52648	-13.13219	-15.70053	1.02943	1.53225	-13.37033	-8.66563	22.34426	18.20607	-5.48542	-4.37345	-11.75563	-10.33910	-8.60349	-6.03072	3.90082	2.01766	-16.17422	-12.11563	-10.08896	37.07556	39.28397	37.97768	-13.12071	-16.79055	-16.59548	4.50947	-2.50691	0.45677	-19.75639	-13.54902	17.95822	15.15583	-3.36841	-6.11873	-14.07856	-9.58292	-10.58329	-6.81738	-2.17391	0.39081	-7.91578	-9.56333	37.34060	38.81414	-16.49400	-16.11750	-2.55402	3.38333	-13.18442	-11.72506
45	16.08796	3.67252	-4.79685	0.84499	-12.78145	1.96462	-8.46198	2.19009	-2.99032	6.36913	-12.60403	4.57615	38.14570	1.24153	-15.29076	1.36425	0.20213	2.53127	-12.49965	3.63216	9.39659	16.71026	12.06705	-5.53137	-5.98763	-4.93990	-15.53041	-16.19476	-14.12491	-10.83060	-12.14110	-10.21576	-14.07539	-8.78950	-11.73588	-8.82486	-4.71617	36.02045	36.85244	-14.83914	-17.18627	-1.28307	-3.37342	-9.89462	-16.79459	-9.62582	19.25795	17.09867	-5.32517	-4.18806	-11.95645	-12.40817	-6.70649	-7.50940	3.70284	-0.99732	-16.74611	-18.39258	39.09341	39.94489	-14.98179	-16.00576	-0.53734	0.18533	-17.34006	-9.36906	17.58665	11.98592	-4.24996	-5.09521	-11.40427	-12.02138	-5.49151	-8.19974	3.63200	-6.42743	-11.12385	-18.52240	38.90464	39.27069	-13.03607	-15.43618	1.25395	1.82490	-12.81275	-7.60532	22.06043	18.12510	-4.96685	-3.90850	-12.17034	-10.71283	-8.59629	-6.02981	3.19724	1.63908	-17.20367	-13.05300	-11.10716	37.14133	39.05508	37.57650	-12.75031	-16.36399	-15.96832	4.60967	-2.41064	0.58430	-18.71783	-12.41010	17.65371	15.02522	-3.10630	-5.46639	-14.10104	-9.97135	-10.52882	-6.83226	-2.96562	-0.07351	-8.50850	-10.44604	37.18686	38.55643	-16.30937	-15.32119	-2.30939	3.67911	-11.86800	-11.05795
46	15.80365	3.66939	-4.56315	0.81641	-12.91949	1.89974	-8.43303	2.20066	-3.52135	6.41913	-13.52674	4.67650	37.99146	1.25243	-14.93420	1.36087	0.40583	2.61341	-11.35312	3.66852	9.13611	16.30050	11.56405	-5.45972	-5.70795	-4.87888	-15.64849	-16.25500	-14.28278	-10.75017	-12.11839	-10.24131	-14.80147	-9.30768	-12.33938	-9.66015	-5.47430	35.82008	36.72679	-14.49878	-16.92085	-1.30146	-3.43078	-8.71843	-15.92462	-8.42325	18.85477	16.72733	-5.05195	-4.13097	-12.04673	-12.26228	-6.57717	-7.63314	3.28512	-1.45219	-17.93233	-19.17487	39.22002	39.63311	-14.72358	-15.79006	-0.29476	0.47979	-15.99621	-7.89772	17.26269	11.86415	-4.22152	-4.81773	-11.39784	-12.22067	-5.31615	-8.22200	3.07224	-6.77959	-12.05305	-19.61464	39.01752	39.00275	-12.96571	-15.17024	1.55912	2.16675	-12.12290	-6.43121	21.79044	18.01453	-4.52428	-3.54626	-12.53135	-10.97933	-8.59554	-6.06969	2.53061	1.34154	-18.22484	-14.04000	-12.15833	37.21754	38.83647	37.18224	-12.29420	-15.93328	-15.34115	4.72773	-2.27328	0.79553	-17.50350	-11.11698	17.42142	14.90415	-2.92752	-4.92789	-14.09384	-10.39614	-10.44787	-6.79189	-3.68997	-0.59413	-9.12962	-11.33196	36.97097	38.27859	-16.10841	-14.52987	-2.06285	4.09835	-10.52169	-10.22779
47	15.51259	3.68525	-4.34657	0.83514	-12.99944	1.84624	-8.41153	2.20577	-3.97246	6.47136	-14.45097	4.77654	37.82599	1.27796	-14.55960	1.39712	0.68910	2.72266	-10.08903	3.71360	8.83021	15.85213	11.01254	-5.42653	-5.54002	-4.76830	-15.69438	-16.26566	-14.35051	-10.67468	-12.06519	-10.31024	-15.46384	-9.83629	-12.83975	-10.49211	-6.23755	35.67079	36.60276	-14.17360	-16.70285	-1.25969	-3.39923	-7.34272	-14.92730	-7.07140	18.50393	16.37181	-4.83975	-3.93416	-12.07234	-12.11496	-6.46489	-7.76177	2.93994	-1.76817	-19.13811	-19.96595	39.30760	39.34373	-14.47357	-15.52106	0.11225	0.81724	-14.53914	-6.36904	16.95575	11.75752	-4.23553	-4.42082	-11.32021	-12.36992	-5.14531	-8.24875	2.57389	-6.96048	-12.93722	-20.69829	39.09191	38.71599	-12.87034	-14.88341	1.97991	2.56821	-11.31050	-5.13001	21.51207	17.84136	-4.15090	-3.19588	-12.77413	-11.13275	-8.64048	-6.16606	1.94704	1.13542	-19.21053	-15.06579	-13.21365	37.27590	38.61031	36.79816	-11.77161	-15.49338	-14.71075	4.92179	-2.08427	1.11522	-16.13052	-9.69562	17.23094	14.77018	-2.80089	-4.49952	-14.08223	-10.81677	-10.33465	-6.71486	-4.29215	-1.13271	-9.78718	-12.21428	36.68645	37.98230	-15.80803	-13.74696	-1.85588	4.66455	-9.21328	-9.24976
48	15.19767	3.71513	-4.10007	0.90172	-13.02643	1.80729	-8.39969	2.21061	-4.32342	6.52381	-15.35008	4.86778	37.63694	1.30512	-14.15713	1.46502	1.07220	2.87245	-8.75455	3.75143	8.47062	15.36115	10.41607	-5.33953	-5.46017	-4.55373	-15.68774	-16.22040	-14.35444	-10.61506	-11.99755	-10.41260	-16.00988	-10.34447	-13.23334	-11.29418	-6.98899	35.55555	36.48489	-13.85632	-16.51725	-1.14709	-3.28203	-5.83119	-13.80060	-5.63868	18.19250	16.02342	-4.64658	-3.57419	-12.03681	-12.02452	-6.37503	-7.84771	2.68213	-1.95554	-20.33373	-20.72339	39.32062	39.07070	-14.20838	-15.20394	0.67640	1.24235	-12.99833	-4.85631	16.65593	11.64159	-4.23274	-3.88552	-11.17734	-12.45757	-4.97879	-8.28550	2.17787	-6.97834	-13.73422	-21.73312	39.09539	38.41171	-12.70125	-14.56705	2.56173	3.05060	-10.38939	-3.72852	21.19948	17.57818	-3.81445	-2.77096	-12.88323	-11.19386	-8.74503	-6.30895	1.47362	1.01140	-20.13124	-16.11402	-14.23665	37.27199	38.34796	36.41639	-11.20630	-15.04199	-14.07188	5.24578	-1.83048	1.57380	-14.64679	-8.19998	17.04202	14.59339	-2.66856	-4.15430	-14.07518	-11.17959	-10.19746	-6.63290	-4.73241	-1.64865	-10.48322	-13.07810	36.36152	37.66963	-15.38488	-12.96923	-1.68368	5.38683	-8.05219	-8.15810
